606,Our Blood is Wine,"Mar 9, 2018",Music Box Films,Documentary,"$13,348","1,488"
607,Here and Now,"Nov 9, 2018",AMBI,Drama,"$13,337","1,486"
608,Shed Skin Papa,"Mar 23, 2018",China Lion Film D…,Comedy,"$13,331","1,486"
609,Novitiate,"Oct 27, 2017",Sony Pictures Cla…,Drama,"$13,296","1,482"
610,Stavisky,"Dec 22, 1974",Cinemation Indust…,Drama,"$13,139","1,464"
611,Like Me,"Jan 26, 2018",Kino Lorber,Drama,"$12,965","1,445"
612,"Lou Andreas-SalomÃ©, The Aud…","Apr 20, 2018",Cinema Libre,Drama,"$12,875","1,435"
613,American Socialist: The Lif…,"Mar 2, 2018",First Run Features,Documentary,"$12,610","1,405"
614,My Art,"Jan 12, 2018",Film Movement,Comedy,"$12,554","1,399"
615,Head Full of Honey,"Nov 30, 2018",Warner Bros.,Drama,"$12,350","1,377"
616,Tyrel,"Dec 5, 2018",Magnolia Pictures,Drama,"$12,142","1,353"
617,The Most Unknown,"May 18, 2018",Abramorama Films,Documentary,"$12,119","1,351"
618,Return of the Hero,"Aug 31, 2018",Distrib Films,Drama,"$12,104","1,349"
619,The Escape,"May 11, 2018",IFC Films,Drama,"$12,074","1,346"
620,Ex Libris: The New York Pub…,"Sep 15, 2017",Zipporah,Documentary,"$12,008","1,338"
621,Minding the Gap,"Aug 17, 2018",Magnolia Pictures,Documentary,"$11,998","1,337"
622,The Last Race,"Nov 16, 2018",Magnolia Pictures,Documentary,"$11,947","1,331"
623,Victoria and Abdul,"Sep 22, 2017",Focus Features,Drama,"$11,785","1,313"
624,Summer 03,"Sep 28, 2018",Blue Fox Entertai…,Comedy,"$11,746","1,309"
625,This Is Our Land,"Apr 18, 2018",Distrib Films,Drama,"$11,568","1,289"
626,Sicilian Ghost Story,"Nov 30, 2018",Strand,Drama,"$11,350","1,265"
627,Rendezvous in July (1949) (…,"Aug 1, 2018",Rialto Pictures,Comedy,"$11,321","1,262"
628,The Public Image is Rotten,"Sep 14, 2018",Abramorama Films,Documentary,"$11,293","1,258"
629,Bullitt County,"Oct 26, 2018",Self Distributed,Thriller/Suspense,"$11,257","1,254"
630,The Assassinâs Code,"May 11, 2018",Gravitas Ventures,Thriller/Suspense,"$11,218","1,250"
631,The Wedding Party 2: Destin…,"Feb 14, 2018",IronFlix,Comedy,"$11,140","1,241"
632,The Samuel Project,"Sep 28, 2018",in8 Releasing,Drama,"$11,087","1,236"
633,Souvenir,"Mar 2, 2018",Strand,Drama,"$11,078","1,235"
634,The Advocates,"Oct 19, 2018",Cinema Libre,Documentary,"$10,402","1,159"
635,Heavy Trip,"Oct 5, 2018",Doppelganger Rele…,Comedy,"$10,153","1,131"
636,River Runs Red,"Nov 9, 2018",Cinedigm,Thriller/Suspense,"$9,893","1,102"
637,Please Stand By,"Jan 26, 2018",Magnolia Pictures,Drama,"$9,868","1,100"
638,Mama Africa,"Jan 19, 2018",ArtMattan Product…,Documentary,"$9,808","1,093"
639,Quai des Orfevres (1947) (R…,"Nov 1, 2002",,Drama,"$9,800","1,092"
640,Kayak to Klemtu,"May 25, 2018",Mongrel Media,Adventure,"$9,707","1,082"
641,The Quest of Alain Ducasse,"Jun 8, 2018",Magnolia Pictures,Documentary,"$9,627","1,073"
642,Strangers on the Earth,"May 4, 2018",First Run Features,Documentary,"$9,518","1,061"
643,El Mar La Mar,"Feb 23, 2018",Cinema Guild,Documentary,"$9,065","1,010"
644,Blood Feast,"Apr 6, 2018",Hannover House,Horror,"$8,708",970
645,Un Traductor,"Oct 19, 2018",Film Movement,Drama,"$8,630",962
646,November,"Feb 23, 2018",Oscilloscope Pict…,Drama,"$8,620",960
647,Summer of 67,"Jun 29, 2018",Self Distributed,Drama,"$8,492",946
648,Let Yourself Go,"Mar 2, 2018",Menemsha Entertai…,Comedy,"$8,128",906
649,The Crime of Monsieur Lange,"Nov 17, 2017",Rialto Pictures,Comedy,"$8,127",906
650,Kingsman: The Golden Circle,"Sep 22, 2017",20th Century Fox,Action,"$7,799",869
651,Dark River,"Jun 29, 2018",FilmRise,Drama,"$7,714",859
652,Legend of the Mountain (197…,"Feb 2, 2018",Kino Lorber,Thriller/Suspense,"$7,639",851
653,American Chaos,"Sep 14, 2018",Sony Pictures Cla…,Documentary,"$7,616",849
654,The Lodgers,"Feb 23, 2018",Epic Pictures Group,Horror,"$7,362",820
655,Beauty and the Dogs,"Mar 23, 2018",Oscilloscope Pict…,Drama,"$7,263",809
656,In Echo Park,"Oct 12, 2018",Indican Pictures,Drama,"$7,072",788
657,This is Congo,"Jun 29, 2018",Abramorama Films,Documentary,"$7,051",786
658,In the Land of Pomegranates,"Jan 5, 2018",First Run Features,Documentary,"$7,014",781
659,Painless,"Sep 21, 2018",Indican Pictures,Thriller/Suspense,"$6,940",773
660,Of Fathers and Sons,"Nov 16, 2018",Kino Lorber,Documentary,"$6,936",773
661,Duck Butter,"Apr 27, 2018",The Orchard,Romantic Comedy,"$6,877",766
662,On the Beach at Night Alone,"Nov 17, 2017",Cinema Guild,Drama,"$6,806",758
663,Calling All Earthlings,"Jun 29, 2018",Carpe Stella,Documentary,"$6,756",753
664,A Whale of a Tale,"Aug 17, 2018",Fine Line,Documentary,"$6,747",752
665,School of Life,"Sep 7, 2018",Distrib Films,Comedy,"$6,300",702
666,Spiral,"Jun 22, 2018",Cohen Media Group,Documentary,"$6,279",700
667,The Nun (1966) (Re-Release),"Jan 4, 2019",Rialto Pictures,Drama,"$6,273",699
668,The Quake,"Dec 14, 2018",Magnolia Pictures,Thriller/Suspense,"$6,235",695
669,Lemonade,"Nov 23, 2018",Mongrel Media,Drama,"$5,979",666
670,Bill Nye: Science Guy,"Oct 27, 2017",PBS Distribution,Documentary,"$5,651",629
671,Dolores,"Sep 1, 2017",PBS Distribution,Documentary,"$5,638",628
672,Shoah Four Sisters,"Nov 14, 2018",Cohen Media Group,Documentary,"$5,512",614
673,Cuban Food Stories,"Aug 10, 2018",First Run Features,Documentary,"$5,434",605
674,Postcards From London,"Nov 9, 2018",Strand,Drama,"$5,312",592
675,"Distant Voices, Still Lives…","Aug 31, 2018",Arrow Releasing,Drama,"$5,234",583
676,Chavela,"Oct 4, 2017",Music Box Films,Documentary,"$5,212",581
677,In Searching,"Nov 9, 2018",Indican Pictures,,"$5,210",580
678,Intersection,"Jun 15, 2018",Indican Pictures,Drama,"$5,116",570
679,The Texture of Falling,"Jun 1, 2018",Self Distributed,Drama,"$5,010",558
680,Edward II,"Mar 20, 1992",Fine Line,Drama,"$4,826",538
681,The Long Dumb Road,"Nov 9, 2018",Universal,Comedy,"$4,667",520
682,Kangaroo,"Jan 19, 2018",Abramorama Films,Documentary,"$4,547",506
683,Kickboxer: Retaliation,"Jan 26, 2018",Well Go USA,Action,"$4,537",505
684,Weightless,"Nov 9, 2018",Paladin,Drama,"$4,461",497
685,Stellaâs Last Weekend,"Oct 12, 2018",Paladin,Comedy,"$4,215",469
686,The Partyâs Just Beginning,"Dec 7, 2018",The Orchard,Drama,"$4,145",462
687,Brimstone & Glory,"Oct 27, 2017",Oscilloscope Pict…,Documentary,"$4,036",449
688,Frank and Ava,"Dec 7, 2018",Gravitas Ventures,Drama,"$4,009",446
689,Porto,"Nov 17, 2017",Kino Lorber,Drama,"$3,863",430
690,The Second Time Around,"Dec 14, 2018",First Run Features,Romantic Comedy,"$3,837",427
691,Song of Granite,"Nov 15, 2017",Oscilloscope Pict…,Drama,"$3,774",420
692,The Family,"Aug 3, 2018",Film Movement,Drama,"$3,696",412
693,Under the Wire,"Nov 16, 2018",Abramorama Films,Documentary,"$3,429",382
694,Reinventing Marvin,"Mar 30, 2018",Mongrel Media,Drama,"$3,420",381
695,Over the Limit,"Oct 3, 2018",Film Movement,Documentary,"$3,243",361
696,The Ghosts of Johnson Woods,"Dec 2, 2016",Driving With Our …,Horror,"$3,145",350
697,Hot to Trot,"Aug 24, 2018",First Run Features,Documentary,"$3,133",349
698,Aidaâs Secrets,"Oct 20, 2017",Music Box Films,Documentary,"$3,082",343
699,Nelly,"Sep 7, 2018",Cinema Libre,Drama,"$3,046",339
700,State Like Sleep,"Jan 4, 2019",The Orchard,Drama,"$2,813",313
701,An L.A. Minute,"Aug 24, 2018",Strand,Comedy,"$2,791",311
702,Nana,"Apr 13, 2018",First Run Features,Documentary,"$2,784",310
703,The Paris Opera,"Oct 18, 2017",Film Movement,Documentary,"$2,766",308
704,Straight Into a Storm,"Jun 15, 2018",Abramorama Films,Documentary,"$2,684",299
705,12 Days,"Mar 16, 2018",Distrib Films,Documentary,"$2,633",293
706,ACORN and the Firestorm,"Apr 6, 2018",First Run Features,Documentary,"$2,621",292
707,Shadowman,"Dec 1, 2017",Film Movement,Documentary,"$2,356",262
708,A Wizardâs Tale,"Sep 14, 2018",Blue Fox Entertai…,Adventure,"$2,150",239
709,The Cage Fighter,"Feb 2, 2018",IFC Films,Reality,"$2,027",225
710,FÃ©licitÃ©,"Oct 27, 2017",Strand,Drama,"$2,016",224
711,West of the Jordan River,"Jan 26, 2018",Kino Lorber,Documentary,"$1,926",214
712,The Fencer,"Jul 21, 2017",CFI,Drama,"$1,794",199
713,The Lost Village,"Oct 19, 2018",First Run Features,Documentary,"$1,780",198
714,Permanent,"Dec 15, 2017",Magnolia Pictures,Comedy,"$1,650",183
715,Rat Film,"Sep 15, 2017",Cinema Guild,Documentary,"$1,627",181
716,Mama Africa,"Jun 7, 2002",,,"$1,606",179
717,El Pacto,"Oct 26, 2018",Sony Pictures,Horror,"$1,453",161
718,That Way Madness Lies,"Dec 14, 2018",First Run Features,Documentary,"$1,447",161
719,Marrowbone,"Apr 13, 2018",Magnet Pictures,Horror,"$1,377",153
720,Beauty & the Beholder,"Oct 26, 2018",Reel One Entertai…,Romantic Comedy,"$1,368",152
721,Invisible Hands,"Nov 23, 2018",First Run Features,Documentary,"$1,034",115
722,30 Years of Garbage: The Ga…,"Jul 28, 2017",Indican Pictures,Drama,$935,104
723,Two Men Went to War,"Mar 26, 2004",Indican Pictures,Comedy,$925,103
724,Bad Lucky Goat,"Oct 13, 2017",Film Movement,Drama,$835,93
725,TVTV: Video Revolutionaries,"Oct 19, 2018",First Run Features,Documentary,$812,90
726,Billionaire Boys Club,"Aug 17, 2018",Vertical Entertai…,Drama,$618,68
727,To Die is Hard,"Dec 17, 2010",Driving With Our …,Comedy,$580,64
728,Higher Power,"May 11, 2018",Magnet Pictures,Thriller/Suspense,$528,58
729,Mobile Homes,"Apr 20, 2018",Mongrel Media,Drama,$449,50
730,Midget Zombie Takeover,"Feb 8, 2013",Driving With Our …,Comedy,$402,44
